state,year,sex,age,ethnicity,population,
Perlis,2022,Female,75-79,Bumi (Malay),2,
Pulau Pinang,2022,Female,70-74,Indian,2,
Pulau Pinang,2022,Male,75-79,Bumi (Malay),2,
Sarawak,2022,Male,85 and above,Chinese,2,
Kuala Lumpur,2022,Male,70-74,Indian,2,
Pahang,2022,Female,75-79,Chinese,2,
Selangor,2022,Male,85 and above,Indian,2,
Johor,2022,Female,75-79,Indian,2,
Johor,2022,Female,85 and above,Chinese,2,
Melaka,2022,Female,80-84,Bumi (Malay),2,
Melaka,2022,Female,80-84,Chinese,2,
Negeri Sembilan,2022,Male,80-84,Chinese,2,
Pahang,2022,Male,75-79,Chinese,2,
Selangor,2022,Female,85 and above,Chinese,2,
Selangor,2022,Female,85 and above,Indian,2,
Kedah,2022,Male,70-74,Indian,1,
Negeri Sembilan,2022,Male,80-84,Bumi (Malay),1,
Perak,2022,Female,0-4,Bumi (Malay),53,
Perak,2022,Female,0-4,Bumi (Other),3,
Perak,2022,Female,0-4,Chinese,13,
Perak,2022,Female,0-4,Indian,6,
Perak,2022,Female,0-4,Other (Citizen),0,
Perak,2022,Female,0-4,Other (Non-Citizen),0,
Perak,2022,Female,15-19,Bumi (Malay),63,
Perak,2022,Female,15-19,Bumi (Other),3,
Perak,2022,Female,15-19,Chinese,24,
Perak,2022,Female,15-19,Indian,12,
Perak,2022,Female,15-19,Other (Citizen),0,
Perak,2022,Female,15-19,Other (Non-Citizen),0,
Perak,2022,Female,20-24,Bumi (Malay),65,
Perak,2022,Female,20-24,Bumi (Other),5,
Perak,2022,Female,20-24,Chinese,23,
Perak,2022,Female,20-24,Indian,11,
Perak,2022,Female,20-24,Other (Citizen),1,
Perak,2022,Female,20-24,Other (Non-Citizen),2,
Perak,2022,Female,25-29,Bumi (Malay),52,
Perak,2022,Female,25-29,Bumi (Other),4,
Perak,2022,Female,25-29,Chinese,17,
Perak,2022,Female,25-29,Indian,10,
Perak,2022,Female,25-29,Other (Citizen),0,
Perak,2022,Female,25-29,Other (Non-Citizen),2,
Perak,2022,Female,30-34,Bumi (Malay),48,
Perak,2022,Female,30-34,Bumi (Other),3,
Perak,2022,Female,30-34,Chinese,16,
Perak,2022,Female,30-34,Indian,9,
Perak,2022,Female,30-34,Other (Citizen),0,
Perak,2022,Female,30-34,Other (Non-Citizen),3,
Perak,2022,Female,35-39,Bumi (Malay),53,
Perak,2022,Female,35-39,Bumi (Other),3,
Perak,2022,Female,35-39,Chinese,19,
Perak,2022,Female,35-39,Indian,10,
Perak,2022,Female,35-39,Other (Citizen),1,
Perak,2022,Female,35-39,Other (Non-Citizen),3,
Perak,2022,Female,40-44,Bumi (Malay),44,
Perak,2022,Female,40-44,Bumi (Other),2,
Perak,2022,Female,40-44,Chinese,20,
Perak,2022,Female,40-44,Indian,10,
Perak,2022,Female,40-44,Other (Citizen),1,
Perak,2022,Female,40-44,Other (Non-Citizen),3,
Perak,2022,Female,45-49,Bumi (Malay),38,
Perak,2022,Female,45-49,Bumi (Other),2,
Perak,2022,Female,45-49,Chinese,21,
Perak,2022,Female,45-49,Indian,9,
Perak,2022,Female,45-49,Other (Citizen),1,
Perak,2022,Female,45-49,Other (Non-Citizen),2,
Perak,2022,Female,50-54,Bumi (Malay),33,
Perak,2022,Female,50-54,Bumi (Other),2,
Perak,2022,Female,50-54,Chinese,20,
Perak,2022,Female,50-54,Indian,8,
Perak,2022,Female,50-54,Other (Citizen),0,
Perak,2022,Female,50-54,Other (Non-Citizen),1,
Perak,2022,Female,55-59,Bumi (Malay),34,
Perak,2022,Female,55-59,Bumi (Other),1,
Perak,2022,Female,55-59,Chinese,22,
Perak,2022,Female,55-59,Indian,9,
Perak,2022,Female,55-59,Other (Citizen),0,
Perak,2022,Female,55-59,Other (Non-Citizen),1,
Perak,2022,Female,60-64,Bumi (Malay),31,
Perak,2022,Female,60-64,Bumi (Other),1,
Perak,2022,Female,60-64,Chinese,22,
Perak,2022,Female,60-64,Indian,9,
Perak,2022,Female,60-64,Other (Citizen),0,
Perak,2022,Female,60-64,Other (Non-Citizen),0,
Perlis,2022,Male,75-79,Bumi (Malay),1,
Pulau Pinang,2022,Male,70-74,Indian,1,
Selangor,2022,Female,80-84,Other (Non-Citizen),1,
Kedah,2022,Female,80-84,Chinese,1,
Kelantan,2022,Male,65-69,Chinese,1,
Perak,2022,Male,85 and above,Bumi (Malay),1,
Sabah,2022,Female,75-79,Chinese,1,
Sabah,2022,Male,75-79,Chinese,1,
Sarawak,2022,Male,80-84,Bumi (Malay),1,
Kuala Lumpur,2022,Male,85 and above,Chinese,1,
Johor,2022,Female,75-79,Other (Non-Citizen),1,
Johor,2022,Female,80-84,Other (Non-Citizen),1,
Johor,2022,Female,85 and above,Other (Non-Citizen),1,
Kedah,2022,Female,65-69,Other (Non-Citizen),1,
Kelantan,2022,Female,65-69,Chinese,1,
Melaka,2022,Male,80-84,Chinese,1,
Perak,2022,Female,80-84,Indian,1,
Kuala Lumpur,2022,Female,75-79,Indian,1,
Johor,2022,Male,75-79,Indian,1,
Kedah,2022,Male,80-84,Chinese,1,
Melaka,2022,Male,80-84,Bumi (Malay),1,
Perlis,2022,Female,80-84,Bumi (Malay),1,
Kelantan,2022,Male,70-74,Chinese,1,
Melaka,2022,Female,65-69,Indian,1,
Sabah,2022,Male,80-84,Other (Non-Citizen),1,
Selangor,2022,Female,70-74,Bumi (Other),1,
Kuala Lumpur,2022,Male,75-79,Indian,1,
Kedah,2022,Female,75-79,Indian,1,
Kedah,2022,Male,65-69,Other (Non-Citizen),1,
Perak,2022,Male,0-4,Bumi (Malay),57,
Perak,2022,Male,0-4,Bumi (Other),3,
Perak,2022,Male,0-4,Chinese,14,
Perak,2022,Male,0-4,Indian,7,
Perak,2022,Male,0-4,Other (Citizen),0,
Perak,2022,Male,0-4,Other (Non-Citizen),0,
Perak,2022,Male,15-19,Bumi (Malay),69,
Perak,2022,Male,15-19,Bumi (Other),4,
Perak,2022,Male,15-19,Chinese,28,
Perak,2022,Male,15-19,Indian,13,
Perak,2022,Male,15-19,Other (Citizen),0,
Perak,2022,Male,15-19,Other (Non-Citizen),0,
Perak,2022,Male,20-24,Bumi (Malay),67,
Perak,2022,Male,20-24,Bumi (Other),4,
Perak,2022,Male,20-24,Chinese,24,
Perak,2022,Male,20-24,Indian,11,
Perak,2022,Male,20-24,Other (Citizen),1,
Perak,2022,Male,20-24,Other (Non-Citizen),15,
Perak,2022,Male,25-29,Bumi (Malay),55,
Perak,2022,Male,25-29,Bumi (Other),4,
Perak,2022,Male,25-29,Chinese,18,
Perak,2022,Male,25-29,Indian,10,
Perak,2022,Male,25-29,Other (Citizen),1,
Perak,2022,Male,25-29,Other (Non-Citizen),24,
Perak,2022,Male,30-34,Bumi (Malay),50,
Perak,2022,Male,30-34,Bumi (Other),3,
Perak,2022,Male,30-34,Chinese,16,
Perak,2022,Male,30-34,Indian,9,
Perak,2022,Male,30-34,Other (Citizen),1,
Perak,2022,Male,30-34,Other (Non-Citizen),24,
Perak,2022,Male,35-39,Bumi (Malay),53,
Perak,2022,Male,35-39,Bumi (Other),3,
Perak,2022,Male,35-39,Chinese,19,
Perak,2022,Male,35-39,Indian,10,
Perak,2022,Male,35-39,Other (Citizen),1,
Perak,2022,Male,35-39,Other (Non-Citizen),19,
Perak,2022,Male,40-44,Bumi (Malay),48,
Perak,2022,Male,40-44,Bumi (Other),2,
Perak,2022,Male,40-44,Chinese,23,
Perak,2022,Male,40-44,Indian,11,
Perak,2022,Male,40-44,Other (Citizen),0,
Perak,2022,Male,40-44,Other (Non-Citizen),13,
Perak,2022,Male,45-49,Bumi (Malay),33,
Perak,2022,Male,45-49,Bumi (Other),2,
Perak,2022,Male,45-49,Chinese,20,
Perak,2022,Male,45-49,Indian,8,
Perak,2022,Male,45-49,Other (Citizen),0,
Perak,2022,Male,45-49,Other (Non-Citizen),6,
Perak,2022,Male,50-54,Bumi (Malay),31,
Perak,2022,Male,50-54,Bumi (Other),2,
Perak,2022,Male,50-54,Chinese,21,
Perak,2022,Male,50-54,Indian,7,
Perak,2022,Male,50-54,Other (Citizen),0,
Perak,2022,Male,50-54,Other (Non-Citizen),2,
Perak,2022,Male,55-59,Bumi (Malay),30,
Perak,2022,Male,55-59,Bumi (Other),1,
Perak,2022,Male,55-59,Chinese,21,
Perak,2022,Male,55-59,Indian,7,
Perak,2022,Male,55-59,Other (Citizen),0,
Perak,2022,Male,55-59,Other (Non-Citizen),1,
Perak,2022,Male,60-64,Bumi (Malay),29,
Perak,2022,Male,60-64,Bumi (Other),1,
Perak,2022,Male,60-64,Chinese,22,
Perak,2022,Male,60-64,Indian,7,
Perak,2022,Male,60-64,Other (Citizen),0,
Perak,2022,Male,60-64,Other (Non-Citizen),0,
Kedah,2022,Male,70-74,Other (Non-Citizen),1,
Kelantan,2022,Female,70-74,Chinese,1,
Melaka,2022,Female,85 and above,Bumi (Malay),1,
Negeri Sembilan,2022,Female,75-79,Indian,1,
Pahang,2022,Male,65-69,Bumi (Other),1,
Perak,2022,Male,80-84,Indian,1,
Pulau Pinang,2022,Female,80-84,Bumi (Malay),1,
Pulau Pinang,2022,Male,85 and above,Chinese,1,
Sarawak,2022,Female,85 and above,Bumi (Malay),1,
Terengganu,2022,Male,85 and above,Bumi (Malay),1,
Kuala Lumpur,2022,Male,65-69,Other (Non-Citizen),1,
Melaka,2022,Male,65-69,Indian,1,
Pahang,2022,Female,65-69,Bumi (Other),1,
Pahang,2022,Female,65-69,Indian,1,
Pahang,2022,Male,70-74,Bumi (Other),1,
Perak,2022,Female,85 and above,Indian,1,
Perlis,2022,Male,80-84,Bumi (Malay),1,
Pulau Pinang,2022,Female,75-79,Indian,1,
Pulau Pinang,2022,Male,80-84,Bumi (Malay),1,
Sabah,2022,Male,75-79,Bumi (Malay),1,
Selangor,2022,Male,65-69,Bumi (Other),1,
Kedah,2022,Female,85 and above,Chinese,1,
Kedah,2022,Female,85 and above,Other (Non-Citizen),1,
Kedah,2022,Male,75-79,Indian,1,
Kedah,2022,Male,85 and above,Chinese,1,
Melaka,2022,Female,70-74,Indian,1,
Melaka,2022,Female,85 and above,Chinese,1,
Perlis,2022,Female,0-4,Bumi (Malay),9,
Perlis,2022,Female,0-4,Bumi (Other),0,
Perlis,2022,Female,0-4,Chinese,0,
Perlis,2022,Female,0-4,Indian,0,
Perlis,2022,Female,0-4,Other (Citizen),0,
Perlis,2022,Female,15-19,Bumi (Malay),14,
Perlis,2022,Female,15-19,Chinese,1,
Perlis,2022,Female,15-19,Indian,0,
Perlis,2022,Female,15-19,Other (Citizen),0,
Perlis,2022,Female,15-19,Other (Non-Citizen),0,
Perlis,2022,Female,20-24,Bumi (Malay),15,
Perlis,2022,Female,20-24,Bumi (Other),0,
Perlis,2022,Female,20-24,Chinese,1,
Perlis,2022,Female,20-24,Indian,1,
Perlis,2022,Female,20-24,Other (Citizen),0,
Perlis,2022,Female,20-24,Other (Non-Citizen),0,
Perlis,2022,Female,25-29,Bumi (Malay),10,
Perlis,2022,Female,25-29,Bumi (Other),0,
Perlis,2022,Female,25-29,Chinese,1,
Perlis,2022,Female,25-29,Indian,0,
Perlis,2022,Female,25-29,Other (Citizen),0,
Perlis,2022,Female,25-29,Other (Non-Citizen),1,
Perlis,2022,Female,30-34,Bumi (Malay),8,
Perlis,2022,Female,30-34,Bumi (Other),0,
Perlis,2022,Female,30-34,Chinese,1,
Perlis,2022,Female,30-34,Indian,0,
Perlis,2022,Female,30-34,Other (Citizen),0,
Perlis,2022,Female,30-34,Other (Non-Citizen),1,
Perlis,2022,Female,35-39,Bumi (Malay),9,
Perlis,2022,Female,35-39,Bumi (Other),0,
Perlis,2022,Female,35-39,Chinese,1,
Perlis,2022,Female,35-39,Indian,0,
Perlis,2022,Female,35-39,Other (Citizen),0,
Perlis,2022,Female,35-39,Other (Non-Citizen),1,
Perlis,2022,Female,40-44,Bumi (Malay),9,
Perlis,2022,Female,40-44,Chinese,1,
Perlis,2022,Female,40-44,Indian,0,
Perlis,2022,Female,40-44,Other (Citizen),0,
Perlis,2022,Female,40-44,Other (Non-Citizen),1,
Perlis,2022,Female,45-49,Bumi (Malay),9,
Perlis,2022,Female,45-49,Chinese,1,
Perlis,2022,Female,45-49,Indian,0,
Perlis,2022,Female,45-49,Other (Citizen),0,
Perlis,2022,Female,45-49,Other (Non-Citizen),1,
Perlis,2022,Female,50-54,Bumi (Malay),5,
Perlis,2022,Female,50-54,Chinese,1,
Perlis,2022,Female,50-54,Indian,0,
Perlis,2022,Female,50-54,Other (Citizen),0,
Perlis,2022,Female,50-54,Other (Non-Citizen),0,
Perlis,2022,Female,55-59,Bumi (Malay),5,
Perlis,2022,Female,55-59,Chinese,1,
Perlis,2022,Female,55-59,Indian,0,
Perlis,2022,Female,55-59,Other (Citizen),0,
Perlis,2022,Female,55-59,Other (Non-Citizen),0,
Perlis,2022,Female,60-64,Bumi (Malay),5,
Perlis,2022,Female,60-64,Chinese,1,
Perlis,2022,Female,60-64,Indian,0,
Perlis,2022,Female,60-64,Other (Citizen),0,
Perlis,2022,Female,60-64,Other (Non-Citizen),0,
Negeri Sembilan,2022,Female,85 and above,Chinese,1,
Negeri Sembilan,2022,Male,75-79,Indian,1,
Pahang,2022,Female,70-74,Bumi (Other),1,
Pahang,2022,Female,80-84,Chinese,1,
Pahang,2022,Male,65-69,Indian,1,
Pahang,2022,Male,80-84,Chinese,1,
Perlis,2022,Female,85 and above,Bumi (Malay),1,
Selangor,2022,Female,70-74,Other (Citizen),1,
Selangor,2022,Female,75-79,Bumi (Other),1,
Kuala Lumpur,2022,Female,65-69,Other (Non-Citizen),1,
Johor,2022,Female,80-84,Indian,1,
Johor,2022,Male,65-69,Bumi (Other),1,
Johor,2022,Male,85 and above,Indian,1,
Kedah,2022,Male,75-79,Other (Non-Citizen),1,
Kelantan,2022,Male,75-79,Chinese,1,
Perlis,2022,Male,0-4,Bumi (Malay),10,
Perlis,2022,Male,0-4,Bumi (Other),0,
Perlis,2022,Male,0-4,Chinese,0,
Perlis,2022,Male,0-4,Indian,0,
Perlis,2022,Male,0-4,Other (Citizen),0,
Perlis,2022,Male,15-19,Bumi (Malay),15,
Perlis,2022,Male,15-19,Chinese,1,
Perlis,2022,Male,15-19,Indian,0,
Perlis,2022,Male,15-19,Other (Citizen),0,
Perlis,2022,Male,15-19,Other (Non-Citizen),0,
Perlis,2022,Male,20-24,Bumi (Malay),15,
Perlis,2022,Male,20-24,Bumi (Other),0,
Perlis,2022,Male,20-24,Chinese,1,
Perlis,2022,Male,20-24,Indian,1,
Perlis,2022,Male,20-24,Other (Citizen),0,
Perlis,2022,Male,20-24,Other (Non-Citizen),1,
Perlis,2022,Male,25-29,Bumi (Malay),11,
Perlis,2022,Male,25-29,Bumi (Other),0,
Perlis,2022,Male,25-29,Chinese,1,
Perlis,2022,Male,25-29,Indian,1,
Perlis,2022,Male,25-29,Other (Citizen),0,
Perlis,2022,Male,25-29,Other (Non-Citizen),1,
Perlis,2022,Male,30-34,Bumi (Malay),9,
Perlis,2022,Male,30-34,Bumi (Other),0,
Perlis,2022,Male,30-34,Chinese,1,
Perlis,2022,Male,30-34,Indian,0,
Perlis,2022,Male,30-34,Other (Citizen),0,
Perlis,2022,Male,30-34,Other (Non-Citizen),1,
Perlis,2022,Male,35-39,Bumi (Malay),9,
Perlis,2022,Male,35-39,Bumi (Other),0,
Perlis,2022,Male,35-39,Chinese,1,
Perlis,2022,Male,35-39,Indian,0,
Perlis,2022,Male,35-39,Other (Citizen),0,
Perlis,2022,Male,35-39,Other (Non-Citizen),1,
Perlis,2022,Male,40-44,Bumi (Malay),11,
Perlis,2022,Male,40-44,Bumi (Other),0,
Perlis,2022,Male,40-44,Chinese,1,
Perlis,2022,Male,40-44,Indian,0,
Perlis,2022,Male,40-44,Other (Citizen),0,
Perlis,2022,Male,40-44,Other (Non-Citizen),0,
Perlis,2022,Male,45-49,Bumi (Malay),5,
Perlis,2022,Male,45-49,Chinese,1,
Perlis,2022,Male,45-49,Indian,0,
Perlis,2022,Male,45-49,Other (Citizen),0,
Perlis,2022,Male,45-49,Other (Non-Citizen),0,
Perlis,2022,Male,50-54,Bumi (Malay),5,
Perlis,2022,Male,50-54,Chinese,1,
Perlis,2022,Male,50-54,Indian,0,
Perlis,2022,Male,50-54,Other (Citizen),0,
Perlis,2022,Male,50-54,Other (Non-Citizen),0,
Perlis,2022,Male,55-59,Bumi (Malay),5,
Perlis,2022,Male,55-59,Chinese,1,
Perlis,2022,Male,55-59,Indian,0,
Perlis,2022,Male,55-59,Other (Citizen),0,
Perlis,2022,Male,55-59,Other (Non-Citizen),0,
Perlis,2022,Male,60-64,Bumi (Malay),5,
Perlis,2022,Male,60-64,Chinese,1,
Perlis,2022,Male,60-64,Indian,0,
Perlis,2022,Male,60-64,Other (Citizen),0,
Perlis,2022,Male,60-64,Other (Non-Citizen),0,
Melaka,2022,Male,85 and above,Bumi (Malay),1,
Melaka,2022,Male,85 and above,Chinese,1,
Negeri Sembilan,2022,Female,85 and above,Bumi (Malay),1,
Pahang,2022,Female,70-74,Indian,1,
Pahang,2022,Female,75-79,Bumi (Other),1,
Pahang,2022,Male,85 and above,Chinese,1,
Perak,2022,Male,65-69,Bumi (Other),1,
Perlis,2022,Female,65-69,Chinese,1,
Pulau Pinang,2022,Male,75-79,Indian,1,
Sabah,2022,Female,80-84,Chinese,1,
Sabah,2022,Male,65-69,Other (Citizen),1,
Selangor,2022,Male,70-74,Bumi (Other),1,
Pulau Pinang,2022,Female,0-4,Bumi (Malay),26,
Pulau Pinang,2022,Female,0-4,Bumi (Other),0,
Pulau Pinang,2022,Female,0-4,Chinese,14,
Pulau Pinang,2022,Female,0-4,Indian,4,
Pulau Pinang,2022,Female,0-4,Other (Citizen),0,
Pulau Pinang,2022,Female,0-4,Other (Non-Citizen),8,
Pulau Pinang,2022,Female,15-19,Bumi (Malay),27,
Pulau Pinang,2022,Female,15-19,Bumi (Other),0,
Pulau Pinang,2022,Female,15-19,Chinese,23,
Pulau Pinang,2022,Female,15-19,Indian,6,
Pulau Pinang,2022,Female,15-19,Other (Citizen),1,
Pulau Pinang,2022,Female,15-19,Other (Non-Citizen),2,
Pulau Pinang,2022,Female,20-24,Bumi (Malay),31,
Pulau Pinang,2022,Female,20-24,Bumi (Other),0,
Pulau Pinang,2022,Female,20-24,Chinese,25,
Pulau Pinang,2022,Female,20-24,Indian,7,
Pulau Pinang,2022,Female,20-24,Other (Citizen),1,
Pulau Pinang,2022,Female,20-24,Other (Non-Citizen),12,
Pulau Pinang,2022,Female,25-29,Bumi (Malay),34,
Pulau Pinang,2022,Female,25-29,Bumi (Other),0,
Pulau Pinang,2022,Female,25-29,Chinese,28,
Pulau Pinang,2022,Female,25-29,Indian,7,
Pulau Pinang,2022,Female,25-29,Other (Citizen),0,
Pulau Pinang,2022,Female,25-29,Other (Non-Citizen),11,
Pulau Pinang,2022,Female,30-34,Bumi (Malay),37,
Pulau Pinang,2022,Female,30-34,Bumi (Other),1,
Pulau Pinang,2022,Female,30-34,Chinese,26,
Pulau Pinang,2022,Female,30-34,Indian,6,
Pulau Pinang,2022,Female,30-34,Other (Citizen),0,
Pulau Pinang,2022,Female,30-34,Other (Non-Citizen),7,
Pulau Pinang,2022,Female,35-39,Bumi (Malay),35,
Pulau Pinang,2022,Female,35-39,Bumi (Other),1,
Pulau Pinang,2022,Female,35-39,Chinese,27,
Pulau Pinang,2022,Female,35-39,Indian,6,
Pulau Pinang,2022,Female,35-39,Other (Citizen),0,
Pulau Pinang,2022,Female,35-39,Other (Non-Citizen),4,
Pulau Pinang,2022,Female,40-44,Bumi (Malay),27,
Pulau Pinang,2022,Female,40-44,Bumi (Other),0,
Pulau Pinang,2022,Female,40-44,Chinese,26,
Pulau Pinang,2022,Female,40-44,Indian,6,
Pulau Pinang,2022,Female,40-44,Other (Citizen),0,
Pulau Pinang,2022,Female,40-44,Other (Non-Citizen),3,
Pulau Pinang,2022,Female,45-49,Bumi (Malay),22,
Pulau Pinang,2022,Female,45-49,Bumi (Other),0,
Pulau Pinang,2022,Female,45-49,Chinese,26,
Pulau Pinang,2022,Female,45-49,Indian,5,
Pulau Pinang,2022,Female,45-49,Other (Citizen),1,
Pulau Pinang,2022,Female,45-49,Other (Non-Citizen),1,
Pulau Pinang,2022,Female,50-54,Bumi (Malay),20,
Pulau Pinang,2022,Female,50-54,Bumi (Other),0,
Pulau Pinang,2022,Female,50-54,Chinese,27,
Pulau Pinang,2022,Female,50-54,Indian,5,
Pulau Pinang,2022,Female,50-54,Other (Citizen),0,
Pulau Pinang,2022,Female,50-54,Other (Non-Citizen),1,
Pulau Pinang,2022,Female,55-59,Bumi (Malay),17,
Pulau Pinang,2022,Female,55-59,Bumi (Other),0,
Pulau Pinang,2022,Female,55-59,Chinese,25,
Pulau Pinang,2022,Female,55-59,Indian,5,
Pulau Pinang,2022,Female,55-59,Other (Citizen),0,
Pulau Pinang,2022,Female,55-59,Other (Non-Citizen),1,
Pulau Pinang,2022,Female,60-64,Bumi (Malay),14,
Pulau Pinang,2022,Female,60-64,Bumi (Other),0,
Pulau Pinang,2022,Female,60-64,Chinese,22,
Pulau Pinang,2022,Female,60-64,Indian,5,
Pulau Pinang,2022,Female,60-64,Other (Citizen),0,
Pulau Pinang,2022,Female,60-64,Other (Non-Citizen),1,
Selangor,2022,Male,70-74,Other (Citizen),1,
Terengganu,2022,Male,65-69,Chinese,1,
Kuala Lumpur,2022,Female,80-84,Indian,1,
Johor,2022,Female,65-69,Bumi (Other),1,
Johor,2022,Female,70-74,Bumi (Other),1,
Johor,2022,Female,85 and above,Indian,1,
Johor,2022,Male,65-69,Other (Citizen),1,
Johor,2022,Male,80-84,Indian,1,
Kedah,2022,Female,65-69,Other (Citizen),1,
Kedah,2022,Female,70-74,Other (Non-Citizen),1,
Kedah,2022,Female,80-84,Indian,1,
Kedah,2022,Female,85 and above,Indian,1,
Kedah,2022,Male,65-69,Other (Citizen),1,
Kelantan,2022,Female,75-79,Chinese,1,
Melaka,2022,Male,70-74,Indian,1,
Negeri Sembilan,2022,Female,80-84,Indian,1,
Negeri Sembilan,2022,Male,80-84,Indian,1,
Negeri Sembilan,2022,Male,85 and above,Chinese,1,
Pahang,2022,Male,70-74,Indian,1,
Pahang,2022,Male,75-79,Bumi (Other),1,
Pahang,2022,Male,80-84,Bumi (Other),1,
Pahang,2022,Male,85 and above,Bumi (Other),1,
Perak,2022,Female,65-69,Bumi (Other),1,
Pulau Pinang,2022,Male,0-4,Bumi (Malay),27,
Pulau Pinang,2022,Male,0-4,Bumi (Other),0,
Pulau Pinang,2022,Male,0-4,Chinese,16,
Pulau Pinang,2022,Male,0-4,Indian,4,
Pulau Pinang,2022,Male,0-4,Other (Citizen),0,
Pulau Pinang,2022,Male,0-4,Other (Non-Citizen),9,
Pulau Pinang,2022,Male,15-19,Bumi (Malay),29,
Pulau Pinang,2022,Male,15-19,Bumi (Other),0,
Pulau Pinang,2022,Male,15-19,Chinese,25,
Pulau Pinang,2022,Male,15-19,Indian,7,
Pulau Pinang,2022,Male,15-19,Other (Citizen),0,
Pulau Pinang,2022,Male,15-19,Other (Non-Citizen),2,
Pulau Pinang,2022,Male,20-24,Bumi (Malay),35,
Pulau Pinang,2022,Male,20-24,Bumi (Other),0,
Pulau Pinang,2022,Male,20-24,Chinese,25,
Pulau Pinang,2022,Male,20-24,Indian,7,
Pulau Pinang,2022,Male,20-24,Other (Citizen),0,
Pulau Pinang,2022,Male,20-24,Other (Non-Citizen),13,
Pulau Pinang,2022,Male,25-29,Bumi (Malay),38,
Pulau Pinang,2022,Male,25-29,Bumi (Other),0,
Pulau Pinang,2022,Male,25-29,Chinese,28,
Pulau Pinang,2022,Male,25-29,Indian,7,
Pulau Pinang,2022,Male,25-29,Other (Citizen),1,
Pulau Pinang,2022,Male,25-29,Other (Non-Citizen),19,
Pulau Pinang,2022,Male,30-34,Bumi (Malay),34,
Pulau Pinang,2022,Male,30-34,Bumi (Other),0,
Pulau Pinang,2022,Male,30-34,Chinese,25,
Pulau Pinang,2022,Male,30-34,Indian,6,
Pulau Pinang,2022,Male,30-34,Other (Citizen),1,
Pulau Pinang,2022,Male,30-34,Other (Non-Citizen),11,
Pulau Pinang,2022,Male,35-39,Bumi (Malay),36,
Pulau Pinang,2022,Male,35-39,Bumi (Other),0,
Pulau Pinang,2022,Male,35-39,Chinese,26,
Pulau Pinang,2022,Male,35-39,Indian,7,
Pulau Pinang,2022,Male,35-39,Other (Citizen),0,
Pulau Pinang,2022,Male,35-39,Other (Non-Citizen),7,
Pulau Pinang,2022,Male,40-44,Bumi (Malay),28,
Pulau Pinang,2022,Male,40-44,Bumi (Other),1,
Pulau Pinang,2022,Male,40-44,Chinese,27,
Pulau Pinang,2022,Male,40-44,Indian,6,
Pulau Pinang,2022,Male,40-44,Other (Citizen),0,
Pulau Pinang,2022,Male,40-44,Other (Non-Citizen),4,
Pulau Pinang,2022,Male,45-49,Bumi (Malay),23,
Pulau Pinang,2022,Male,45-49,Bumi (Other),0,
Pulau Pinang,2022,Male,45-49,Chinese,27,
Pulau Pinang,2022,Male,45-49,Indian,5,
Pulau Pinang,2022,Male,45-49,Other (Citizen),0,
Pulau Pinang,2022,Male,45-49,Other (Non-Citizen),2,
Pulau Pinang,2022,Male,50-54,Bumi (Malay),20,
Pulau Pinang,2022,Male,50-54,Bumi (Other),0,
Pulau Pinang,2022,Male,50-54,Chinese,27,
Pulau Pinang,2022,Male,50-54,Indian,5,
Pulau Pinang,2022,Male,50-54,Other (Citizen),0,
Pulau Pinang,2022,Male,50-54,Other (Non-Citizen),2,
Pulau Pinang,2022,Male,55-59,Bumi (Malay),16,
Pulau Pinang,2022,Male,55-59,Bumi (Other),0,
Pulau Pinang,2022,Male,55-59,Chinese,25,
Pulau Pinang,2022,Male,55-59,Indian,4,
Pulau Pinang,2022,Male,55-59,Other (Citizen),0,
Pulau Pinang,2022,Male,55-59,Other (Non-Citizen),1,
Pulau Pinang,2022,Male,60-64,Bumi (Malay),13,
Pulau Pinang,2022,Male,60-64,Bumi (Other),0,
Pulau Pinang,2022,Male,60-64,Chinese,23,
Pulau Pinang,2022,Male,60-64,Indian,4,
Pulau Pinang,2022,Male,60-64,Other (Citizen),0,
Pulau Pinang,2022,Male,60-64,Other (Non-Citizen),1,
Perlis,2022,Male,65-69,Chinese,1,
Sabah,2022,Male,80-84,Chinese,1,
Sarawak,2022,Male,85 and above,Bumi (Malay),1,
Selangor,2022,Female,65-69,Other (Citizen),1,
Selangor,2022,Female,75-79,Other (Citizen),1,
Selangor,2022,Female,85 and above,Bumi (Other),1,
Selangor,2022,Male,85 and above,Bumi (Other),1,
Terengganu,2022,Female,65-69,Chinese,1,
Kuala Lumpur,2022,Male,70-74,Other (Non-Citizen),1,
Kuala Lumpur,2022,Male,80-84,Indian,1,
Putrajaya,2022,Female,65-69,Bumi (Malay),1,
Johor,2022,Male,70-74,Bumi (Other),0,
Kedah,2022,Female,70-74,Other (Citizen),0,
Kedah,2022,Male,80-84,Indian,0,
Kedah,2022,Male,80-84,Other (Non-Citizen),0,
Kedah,2022,Male,85 and above,Indian,0,
Kedah,2022,Male,85 and above,Other (Non-Citizen),0,
Kelantan,2022,Female,80-84,Chinese,0,
Negeri Sembilan,2022,Male,85 and above,Bumi (Malay),0,
Pahang,2022,Female,85 and above,Bumi (Other),0,
Pahang,2022,Female,85 and above,Chinese,0,
Perak,2022,Female,70-74,Bumi (Other),0,
Sabah,2022,Female,0-4,Bumi (Malay),16,
Sabah,2022,Female,0-4,Bumi (Other),74,
Sabah,2022,Female,0-4,Chinese,5,
Sabah,2022,Female,0-4,Indian,0,
